prompt_id,bloom,bloom_band,subject,subject_family,knowledge_state,learning_stage,learning_context
P1199,Apply,AA,Biology,natural,informed,competency_development,collaborative
P1200,Analyze,AA,Literature,humanistic,informed,skill_building,collaborative
P1201,Understand,RU,Biology,natural,misinformed,competency_development,guided
P1202,Create,EC,History,humanistic,informed,conceptual_orientation,collaborative
P1203,Apply,AA,Sociology,applied,informed,competency_development,guided
P1204,Remember,RU,History,humanistic,misinformed,skill_building,guided
P1205,Evaluate,EC,Art History,humanistic,novice,competency_development,collaborative
P1206,Remember,RU,Computer Science,formal,informed,skill_building,collaborative
P1207,Understand,RU,Computer Science,formal,novice,skill_building,guided
P1208,Apply,AA,Literature,humanistic,informed,skill_building,autonomous
P1209,Remember,RU,Mathematics,formal,novice,competency_development,collaborative
P1210,Analyze,AA,Sociology,applied,informed,conceptual_orientation,collaborative
P1211,Create,EC,Physics,formal,informed,conceptual_orientation,collaborative
P1212,Apply,AA,Biology,natural,misinformed,comprehensive_mastery,autonomous
P1213,Remember,RU,Art History,humanistic,novice,skill_building,guided
P1214,Understand,RU,Psychology,natural,novice,competency_development,collaborative
P1215,Evaluate,EC,Literature,humanistic,informed,skill_building,collaborative
P1216,Analyze,AA,Ethics,humanistic,misinformed,conceptual_orientation,collaborative
P1217,Create,EC,Biology,natural,informed,skill_building,collaborative
P1218,Understand,RU,Psychology,natural,novice,comprehensive_mastery,collaborative
P1219,Remember,RU,Physics,formal,misinformed,conceptual_orientation,autonomous
P1220,Remember,RU,Literature,humanistic,misinformed,comprehensive_mastery,collaborative
P1221,Apply,AA,Physics,formal,informed,competency_development,guided
P1222,Apply,AA,Literature,humanistic,misinformed,conceptual_orientation,collaborative
P1223,Apply,AA,Psychology,natural,misinformed,conceptual_orientation,collaborative
P1224,Create,EC,Art History,humanistic,misinformed,skill_building,autonomous
P1225,Remember,RU,Computer Science,formal,misinformed,skill_building,collaborative
P1226,Evaluate,EC,Art History,humanistic,informed,competency_development,guided
P1227,Evaluate,EC,Literature,humanistic,misinformed,skill_building,guided
P1228,Understand,RU,Biology,natural,misinformed,competency_development,collaborative
P1229,Remember,RU,Literature,humanistic,novice,competency_development,autonomous
P1230,Remember,RU,Sociology,applied,misinformed,competency_development,autonomous
P1231,Remember,RU,Physics,formal,informed,competency_development,collaborative
P1232,Remember,RU,History,humanistic,misinformed,comprehensive_mastery,autonomous
P1233,Understand,RU,Literature,humanistic,informed,comprehensive_mastery,collaborative
P1234,Evaluate,EC,Art History,humanistic,novice,skill_building,collaborative
P1235,Understand,RU,Literature,humanistic,misinformed,comprehensive_mastery,guided
P1236,Understand,RU,Computer Science,formal,informed,conceptual_orientation,autonomous
P1237,Create,EC,Biology,natural,novice,skill_building,collaborative
P1238,Evaluate,EC,Ethics,humanistic,informed,competency_development,autonomous
P1239,Apply,AA,Mathematics,formal,informed,conceptual_orientation,collaborative
P1240,Create,EC,Biology,natural,informed,comprehensive_mastery,autonomous
P1241,Understand,RU,Sociology,applied,novice,conceptual_orientation,collaborative
P1242,Understand,RU,Art History,humanistic,informed,conceptual_orientation,guided
P1243,Create,EC,Literature,humanistic,misinformed,conceptual_orientation,guided
P1244,Create,EC,Biology,natural,misinformed,comprehensive_mastery,collaborative
P1245,Understand,RU,Psychology,natural,informed,conceptual_orientation,collaborative
P1246,Evaluate,EC,Ethics,humanistic,informed,skill_building,autonomous
P1247,Create,EC,Computer Science,formal,misinformed,competency_development,collaborative
P1248,Understand,RU,Sociology,applied,informed,comprehensive_mastery,autonomous
P1249,Analyze,AA,Physics,formal,informed,competency_development,guided
P1250,Evaluate,EC,Sociology,applied,informed,conceptual_orientation,autonomous
P1251,Evaluate,EC,Art History,humanistic,misinformed,competency_development,guided
P1252,Create,EC,Sociology,applied,misinformed,competency_development,collaborative
P1253,Remember,RU,Biology,natural,misinformed,conceptual_orientation,autonomous
P1254,Evaluate,EC,History,humanistic,misinformed,competency_development,collaborative
P1255,Evaluate,EC,Physics,formal,misinformed,competency_development,autonomous
P1256,Analyze,AA,Biology,natural,misinformed,skill_building,autonomous
P1257,Apply,AA,Art History,humanistic,novice,conceptual_orientation,autonomous
P1258,Apply,AA,Art History,humanistic,novice,competency_development,collaborative
P1259,Understand,RU,History,humanistic,informed,skill_building,autonomous
P1260,Remember,RU,History,humanistic,informed,comprehensive_mastery,collaborative
P1261,Evaluate,EC,History,humanistic,informed,conceptual_orientation,guided
P1262,Analyze,AA,Physics,formal,novice,competency_development,guided
P1263,Remember,RU,Psychology,natural,informed,conceptual_orientation,guided
P1264,Apply,AA,Mathematics,formal,misinformed,conceptual_orientation,guided
P1265,Apply,AA,Literature,humanistic,novice,competency_development,guided
P1266,Evaluate,EC,Biology,natural,novice,conceptual_orientation,guided
P1267,Remember,RU,Art History,humanistic,novice,comprehensive_mastery,collaborative
P1268,Understand,RU,Computer Science,formal,misinformed,conceptual_orientation,autonomous
P1269,Evaluate,EC,History,humanistic,misinformed,comprehensive_mastery,guided
P1270,Understand,RU,Psychology,natural,informed,skill_building,collaborative
P1271,Remember,RU,Mathematics,formal,misinformed,conceptual_orientation,collaborative
P1272,Evaluate,EC,Biology,natural,informed,skill_building,guided
P1273,Understand,RU,Literature,humanistic,informed,skill_building,autonomous
P1274,Analyze,AA,Mathematics,formal,misinformed,competency_development,autonomous
P1275,Apply,AA,Computer Science,formal,informed,competency_development,collaborative
P1276,Evaluate,EC,Computer Science,formal,informed,skill_building,autonomous
P1277,Apply,AA,Literature,humanistic,misinformed,conceptual_orientation,guided
P1278,Create,EC,Physics,formal,novice,competency_development,collaborative
P1279,Create,EC,Computer Science,formal,misinformed,conceptual_orientation,collaborative
P1280,Analyze,AA,Physics,formal,informed,comprehensive_mastery,autonomous
P1281,Understand,RU,Literature,humanistic,misinformed,comprehensive_mastery,autonomous
P1282,Understand,RU,Mathematics,formal,informed,skill_building,guided
P1283,Evaluate,EC,Physics,formal,novice,comprehensive_mastery,autonomous
P1284,Remember,RU,Computer Science,formal,informed,conceptual_orientation,guided
P1285,Analyze,AA,Literature,humanistic,informed,comprehensive_mastery,collaborative
P1286,Evaluate,EC,Sociology,applied,misinformed,skill_building,collaborative
P1287,Analyze,AA,Sociology,applied,misinformed,competency_development,autonomous
P1288,Analyze,AA,Biology,natural,misinformed,conceptual_orientation,autonomous
P1289,Apply,AA,Art History,humanistic,informed,skill_building,guided
P1290,Apply,AA,Psychology,natural,misinformed,skill_building,collaborative
P1291,Analyze,AA,Mathematics,formal,informed,skill_building,autonomous
P1292,Evaluate,EC,Literature,humanistic,novice,skill_building,guided
P1293,Create,EC,Mathematics,formal,misinformed,competency_development,autonomous
P1294,Analyze,AA,History,humanistic,informed,comprehensive_mastery,collaborative
P1295,Analyze,AA,Art History,humanistic,novice,comprehensive_mastery,collaborative
P1296,Apply,AA,Physics,formal,informed,competency_development,autonomous
P1297,Apply,AA,Physics,formal,novice,comprehensive_mastery,autonomous
P1298,Analyze,AA,Literature,humanistic,novice,skill_building,guided
P1299,Understand,RU,Psychology,natural,misinformed,skill_building,autonomous
P1300,Create,EC,Ethics,humanistic,novice,skill_building,collaborative
P1301,Remember,RU,Physics,formal,informed,conceptual_orientation,autonomous
P1302,Apply,AA,Biology,natural,misinformed,competency_development,guided
P1303,Create,EC,Biology,natural,informed,skill_building,guided
P1304,Evaluate,EC,Ethics,humanistic,informed,competency_development,collaborative
P1305,Create,EC,Biology,natural,misinformed,skill_building,collaborative
P1306,Evaluate,EC,Sociology,applied,misinformed,conceptual_orientation,collaborative
P1307,Create,EC,Physics,formal,novice,comprehensive_mastery,collaborative
P1308,Remember,RU,Literature,humanistic,novice,conceptual_orientation,collaborative
P1309,Analyze,AA,Ethics,humanistic,informed,comprehensive_mastery,autonomous
P1310,Analyze,AA,Sociology,applied,informed,skill_building,guided
P1311,Apply,AA,Art History,humanistic,misinformed,conceptual_orientation,collaborative
P1312,Analyze,AA,Mathematics,formal,novice,skill_building,autonomous
P1313,Evaluate,EC,Psychology,natural,informed,conceptual_orientation,collaborative
P1314,Understand,RU,Art History,humanistic,informed,skill_building,autonomous
P1315,Remember,RU,Ethics,humanistic,informed,competency_development,autonomous
P1316,Apply,AA,Psychology,natural,informed,conceptual_orientation,collaborative
P1317,Remember,RU,Psychology,natural,novice,conceptual_orientation,collaborative
P1318,Create,EC,Ethics,humanistic,informed,comprehensive_mastery,collaborative
P1319,Analyze,AA,Physics,formal,novice,competency_development,autonomous
P1320,Evaluate,EC,Physics,formal,informed,competency_development,guided
P1321,Analyze,AA,Art History,humanistic,misinformed,comprehensive_mastery,guided
P1322,Create,EC,Physics,formal,informed,conceptual_orientation,guided
P1323,Create,EC,Mathematics,formal,informed,competency_development,collaborative
P1324,Create,EC,Physics,formal,novice,skill_building,collaborative
P1325,Create,EC,Ethics,humanistic,misinformed,competency_development,autonomous
P1326,Create,EC,Art History,humanistic,informed,comprehensive_mastery,autonomous
P1327,Create,EC,Psychology,natural,misinformed,comprehensive_mastery,collaborative
P1328,Remember,RU,Physics,formal,misinformed,conceptual_orientation,guided
P1329,Remember,RU,Computer Science,formal,misinformed,comprehensive_mastery,autonomous
P1330,Understand,RU,Physics,formal,novice,comprehensive_mastery,guided
P1331,Apply,AA,Computer Science,formal,informed,skill_building,guided
P1332,Create,EC,Sociology,applied,misinformed,competency_development,guided
P1333,Apply,AA,Psychology,natural,novice,comprehensive_mastery,guided
P1334,Understand,RU,Mathematics,formal,novice,conceptual_orientation,autonomous
P1335,Create,EC,Ethics,humanistic,novice,competency_development,guided
P1336,Analyze,AA,Physics,formal,misinformed,conceptual_orientation,collaborative
P1337,Analyze,AA,Mathematics,formal,misinformed,skill_building,guided
P1338,Evaluate,EC,Ethics,humanistic,informed,skill_building,guided
P1339,Analyze,AA,Ethics,humanistic,misinformed,comprehensive_mastery,guided
P1340,Understand,RU,Computer Science,formal,novice,skill_building,collaborative
P1341,Create,EC,Literature,humanistic,misinformed,skill_building,guided
P1342,Understand,RU,Biology,natural,informed,skill_building,guided
P1343,Understand,RU,Physics,formal,misinformed,conceptual_orientation,guided
P1344,Remember,RU,Physics,formal,novice,competency_development,collaborative
P1345,Apply,AA,Ethics,humanistic,misinformed,skill_building,autonomous
P1346,Analyze,AA,Sociology,applied,informed,comprehensive_mastery,guided
P1347,Apply,AA,Computer Science,formal,misinformed,conceptual_orientation,collaborative
P1348,Create,EC,Physics,formal,misinformed,skill_building,autonomous
P1349,Analyze,AA,Psychology,natural,informed,skill_building,guided
P1350,Understand,RU,Art History,humanistic,informed,conceptual_orientation,autonomous
P1351,Create,EC,Mathematics,formal,novice,comprehensive_mastery,autonomous
P1352,Evaluate,EC,Literature,humanistic,misinformed,comprehensive_mastery,guided
P1353,Analyze,AA,Literature,humanistic,misinformed,conceptual_orientation,autonomous
P1354,Understand,RU,Sociology,applied,misinformed,skill_building,guided
P1355,Understand,RU,Biology,natural,informed,comprehensive_mastery,autonomous
P1356,Create,EC,Biology,natural,misinformed,competency_development,autonomous
P1357,Evaluate,EC,Physics,formal,informed,skill_building,collaborative
P1358,Analyze,AA,Computer Science,formal,novice,competency_development,collaborative
P1359,Understand,RU,Ethics,humanistic,misinformed,comprehensive_mastery,collaborative
P1360,Understand,RU,Computer Science,formal,novice,conceptual_orientation,collaborative
P1361,Create,EC,Psychology,natural,novice,skill_building,autonomous
P1362,Evaluate,EC,Sociology,applied,informed,competency_development,autonomous
P1363,Analyze,AA,Biology,natural,misinformed,conceptual_orientation,collaborative
P1364,Remember,RU,Ethics,humanistic,novice,comprehensive_mastery,autonomous
P1365,Understand,RU,Ethics,humanistic,informed,competency_development,guided
P1366,Apply,AA,Psychology,natural,informed,comprehensive_mastery,collaborative
P1367,Analyze,AA,Computer Science,formal,novice,skill_building,guided
P1368,Create,EC,Computer Science,formal,novice,comprehensive_mastery,autonomous
P1369,Evaluate,EC,Mathematics,formal,informed,conceptual_orientation,autonomous
P1370,Understand,RU,Physics,formal,novice,skill_building,autonomous
P1371,Apply,AA,Sociology,applied,informed,skill_building,guided
P1372,Analyze,AA,Biology,natural,novice,comprehensive_mastery,autonomous
P1373,Understand,RU,Art History,humanistic,informed,competency_development,autonomous
P1374,Remember,RU,Psychology,natural,novice,competency_development,autonomous
P1375,Apply,AA,Sociology,applied,informed,skill_building,autonomous
P1376,Understand,RU,Physics,formal,informed,conceptual_orientation,collaborative
P1377,Evaluate,EC,Literature,humanistic,misinformed,skill_building,autonomous
P1378,Analyze,AA,Art History,humanistic,misinformed,competency_development,autonomous
P1379,Analyze,AA,Ethics,humanistic,novice,conceptual_orientation,autonomous
P1380,Evaluate,EC,Mathematics,formal,misinformed,competency_development,guided
P1381,Analyze,AA,Physics,formal,misinformed,competency_development,autonomous
P1382,Understand,RU,Ethics,humanistic,novice,competency_development,autonomous
P1383,Evaluate,EC,Biology,natural,informed,competency_development,collaborative
P1384,Remember,RU,Psychology,natural,informed,competency_development,collaborative
P1385,Remember,RU,Psychology,natural,novice,comprehensive_mastery,collaborative
P1386,Analyze,AA,Mathematics,formal,misinformed,conceptual_orientation,guided
P1387,Evaluate,EC,Sociology,applied,misinformed,competency_development,guided
P1388,Apply,AA,Psychology,natural,misinformed,skill_building,guided
P1389,Apply,AA,Biology,natural,misinformed,competency_development,collaborative
P1390,Remember,RU,History,humanistic,informed,comprehensive_mastery,autonomous
P1391,Evaluate,EC,Mathematics,formal,informed,skill_building,guided
P1392,Create,EC,History,humanistic,novice,competency_development,collaborative
P1393,Evaluate,EC,Physics,formal,misinformed,conceptual_orientation,autonomous
P1394,Understand,RU,History,humanistic,novice,skill_building,guided
P1395,Create,EC,Psychology,natural,informed,conceptual_orientation,guided
P1396,Evaluate,EC,Psychology,natural,novice,competency_development,guided
P1397,Create,EC,History,humanistic,novice,comprehensive_mastery,autonomous
P1398,Understand,RU,Ethics,humanistic,misinformed,skill_building,guided
P1399,Remember,RU,Computer Science,formal,novice,competency_development,guided
P1400,Analyze,AA,Mathematics,formal,novice,competency_development,guided
P1401,Apply,AA,Art History,humanistic,misinformed,competency_development,autonomous
P1402,Apply,AA,Ethics,humanistic,misinformed,comprehensive_mastery,autonomous
P1403,Understand,RU,Literature,humanistic,misinformed,conceptual_orientation,collaborative
P1404,Create,EC,Biology,natural,informed,conceptual_orientation,collaborative
P1405,Remember,RU,Art History,humanistic,novice,skill_building,collaborative
P1406,Remember,RU,Art History,humanistic,novice,skill_building,autonomous
P1407,Analyze,AA,Art History,humanistic,novice,competency_development,autonomous
P1408,Apply,AA,Psychology,natural,novice,skill_building,collaborative
P1409,Understand,RU,Physics,formal,misinformed,conceptual_orientation,autonomous
P1410,Remember,RU,Sociology,applied,informed,conceptual_orientation,collaborative
P1411,Remember,RU,Sociology,applied,informed,conceptual_orientation,guided
P1412,Understand,RU,Mathematics,formal,informed,competency_development,collaborative
P1413,Apply,AA,Art History,humanistic,novice,comprehensive_mastery,guided
P1414,Create,EC,Psychology,natural,novice,skill_building,guided
P1415,Analyze,AA,Literature,humanistic,novice,skill_building,autonomous
P1416,Understand,RU,Literature,humanistic,novice,competency_development,autonomous
P1417,Remember,RU,History,humanistic,novice,skill_building,collaborative
P1418,Apply,AA,Literature,humanistic,misinformed,conceptual_orientation,autonomous
P1419,Create,EC,Mathematics,formal,informed,skill_building,guided
P1420,Remember,RU,Psychology,natural,informed,comprehensive_mastery,collaborative
P1421,Apply,AA,Ethics,humanistic,misinformed,comprehensive_mastery,collaborative
P1422,Analyze,AA,Art History,humanistic,informed,conceptual_orientation,guided
P1423,Evaluate,EC,Ethics,humanistic,misinformed,skill_building,collaborative
P1424,Evaluate,EC,Psychology,natural,misinformed,skill_building,guided
P1425,Understand,RU,Psychology,natural,misinformed,comprehensive_mastery,guided
P1426,Create,EC,Art History,humanistic,informed,skill_building,guided
P1427,Apply,AA,Physics,formal,misinformed,competency_development,collaborative
P1428,Create,EC,Computer Science,formal,novice,comprehensive_mastery,collaborative
P1429,Apply,AA,Mathematics,formal,misinformed,comprehensive_mastery,autonomous
P1430,Create,EC,Sociology,applied,misinformed,comprehensive_mastery,guided
P1431,Apply,AA,Computer Science,formal,misinformed,conceptual_orientation,autonomous
P1432,Analyze,AA,Biology,natural,informed,competency_development,autonomous
P1433,Understand,RU,Physics,formal,informed,skill_building,guided
P1434,Apply,AA,Sociology,applied,novice,skill_building,collaborative
P1435,Remember,RU,Computer Science,formal,misinformed,conceptual_orientation,autonomous
P1436,Analyze,AA,Computer Science,formal,novice,skill_building,autonomous
P1437,Apply,AA,History,humanistic,informed,conceptual_orientation,autonomous
P1438,Analyze,AA,Literature,humanistic,misinformed,comprehensive_mastery,collaborative
P1439,Remember,RU,Ethics,humanistic,informed,comprehensive_mastery,guided
P1440,Understand,RU,History,humanistic,misinformed,conceptual_orientation,guided
P1441,Analyze,AA,History,humanistic,misinformed,conceptual_orientation,autonomous
P1442,Understand,RU,Computer Science,formal,informed,conceptual_orientation,guided
P1443,Understand,RU,Literature,humanistic,informed,comprehensive_mastery,guided
P1444,Create,EC,Computer Science,formal,misinformed,comprehensive_mastery,collaborative
P1445,Create,EC,Computer Science,formal,misinformed,competency_development,guided
P1446,Understand,RU,Literature,humanistic,misinformed,competency_development,collaborative
P1447,Understand,RU,Mathematics,formal,informed,conceptual_orientation,autonomous
P1448,Apply,AA,Art History,humanistic,informed,comprehensive_mastery,guided
P1449,Apply,AA,Literature,humanistic,informed,conceptual_orientation,collaborative
P1450,Remember,RU,Physics,formal,informed,conceptual_orientation,collaborative
P1451,Evaluate,EC,Psychology,natural,misinformed,comprehensive_mastery,collaborative
P1452,Apply,AA,History,humanistic,novice,skill_building,collaborative
P1453,Create,EC,Psychology,natural,informed,skill_building,guided
P1454,Analyze,AA,Biology,natural,informed,conceptual_orientation,autonomous
P1455,Remember,RU,Literature,humanistic,misinformed,comprehensive_mastery,autonomous
P1456,Apply,AA,Computer Science,formal,misinformed,comprehensive_mastery,autonomous
P1457,Evaluate,EC,Sociology,applied,novice,conceptual_orientation,autonomous
P1458,Create,EC,Mathematics,formal,novice,competency_development,collaborative
P1459,Understand,RU,History,humanistic,informed,conceptual_orientation,collaborative
P1460,Create,EC,History,humanistic,informed,comprehensive_mastery,autonomous
P1461,Analyze,AA,Computer Science,formal,novice,conceptual_orientation,guided
P1462,Apply,AA,Physics,formal,informed,skill_building,guided
P1463,Apply,AA,Computer Science,formal,novice,comprehensive_mastery,collaborative
P1464,Create,EC,Literature,humanistic,novice,comprehensive_mastery,autonomous
P1465,Understand,RU,Biology,natural,informed,comprehensive_mastery,collaborative
P1466,Understand,RU,History,humanistic,informed,conceptual_orientation,autonomous
P1467,Understand,RU,Mathematics,formal,novice,competency_development,autonomous
P1468,Remember,RU,Biology,natural,novice,competency_development,collaborative
P1469,Remember,RU,Psychology,natural,misinformed,comprehensive_mastery,autonomous
P1470,Understand,RU,Computer Science,formal,misinformed,skill_building,autonomous
P1471,Create,EC,Art History,humanistic,novice,conceptual_orientation,guided
P1472,Apply,AA,Psychology,natural,novice,conceptual_orientation,collaborative
P1473,Create,EC,Sociology,applied,informed,competency_development,collaborative
P1474,Analyze,AA,Sociology,applied,misinformed,skill_building,guided
P1475,Evaluate,EC,Psychology,natural,novice,conceptual_orientation,autonomous
P1476,Evaluate,EC,Psychology,natural,misinformed,competency_development,guided
P1477,Remember,RU,History,humanistic,novice,competency_development,guided
P1478,Analyze,AA,Literature,humanistic,informed,skill_building,guided
P1479,Remember,RU,Psychology,natural,misinformed,skill_building,autonomous
P1480,Apply,AA,Mathematics,formal,novice,conceptual_orientation,collaborative
P1481,Apply,AA,Physics,formal,informed,skill_building,collaborative
P1482,Evaluate,EC,Sociology,applied,informed,comprehensive_mastery,collaborative
P1483,Create,EC,Literature,humanistic,misinformed,comprehensive_mastery,autonomous
P1484,Analyze,AA,Literature,humanistic,informed,conceptual_orientation,guided
P1485,Apply,AA,Biology,natural,informed,conceptual_orientation,guided
P1486,Create,EC,Mathematics,formal,misinformed,competency_development,guided
P1487,Apply,AA,Physics,formal,informed,conceptual_orientation,autonomous
P1488,Analyze,AA,Art History,humanistic,informed,conceptual_orientation,autonomous
P1489,Remember,RU,Art History,humanistic,misinformed,comprehensive_mastery,autonomous
P1490,Evaluate,EC,History,humanistic,informed,comprehensive_mastery,autonomous
P1491,Apply,AA,Sociology,applied,misinformed,skill_building,guided
P1492,Evaluate,EC,Literature,humanistic,misinformed,competency_development,guided
P1493,Remember,RU,Art History,humanistic,informed,conceptual_orientation,autonomous
P1494,Analyze,AA,Sociology,applied,misinformed,conceptual_orientation,guided
P1495,Analyze,AA,Sociology,applied,misinformed,skill_building,collaborative
P1496,Evaluate,EC,Mathematics,formal,novice,comprehensive_mastery,collaborative
P1497,Understand,RU,Mathematics,formal,novice,skill_building,guided
P1498,Apply,AA,Physics,formal,novice,skill_building,guided
P1499,Apply,AA,Ethics,humanistic,novice,competency_development,collaborative
P1500,Apply,AA,Mathematics,formal,informed,competency_development,collaborative
P1501,Evaluate,EC,Literature,humanistic,novice,comprehensive_mastery,autonomous
P1502,Create,EC,Sociology,applied,novice,comprehensive_mastery,autonomous
P1503,Create,EC,Computer Science,formal,novice,skill_building,guided
P1504,Remember,RU,Literature,humanistic,informed,skill_building,collaborative
P1505,Create,EC,Ethics,humanistic,misinformed,competency_development,guided
P1506,Understand,RU,Physics,formal,misinformed,skill_building,guided
P1507,Evaluate,EC,Art History,humanistic,misinformed,skill_building,autonomous
P1508,Analyze,AA,Mathematics,formal,informed,comprehensive_mastery,autonomous
P1509,Remember,RU,Mathematics,formal,misinformed,skill_building,guided
P1510,Remember,RU,Mathematics,formal,informed,skill_building,guided
P1511,Remember,RU,Literature,humanistic,misinformed,conceptual_orientation,guided
P1512,Create,EC,Biology,natural,novice,comprehensive_mastery,collaborative
P1513,Remember,RU,History,humanistic,misinformed,competency_development,guided
P1514,Create,EC,Literature,humanistic,informed,skill_building,guided
P1515,Create,EC,Mathematics,formal,misinformed,skill_building,collaborative
P1516,Analyze,AA,Art History,humanistic,misinformed,skill_building,collaborative
P1517,Analyze,AA,Psychology,natural,informed,comprehensive_mastery,guided
P1518,Apply,AA,Mathematics,formal,misinformed,conceptual_orientation,collaborative
P1519,Understand,RU,Mathematics,formal,novice,skill_building,autonomous
P1520,Apply,AA,History,humanistic,misinformed,comprehensive_mastery,guided
P1521,Evaluate,EC,Mathematics,formal,informed,conceptual_orientation,collaborative
P1522,Remember,RU,Biology,natural,informed,conceptual_orientation,autonomous
P1523,Understand,RU,Literature,humanistic,informed,conceptual_orientation,autonomous
P1524,Remember,RU,Ethics,humanistic,novice,competency_development,collaborative
P1525,Apply,AA,Literature,humanistic,misinformed,skill_building,collaborative
P1526,Evaluate,EC,Art History,humanistic,misinformed,comprehensive_mastery,guided
P1527,Remember,RU,Psychology,natural,misinformed,competency_development,collaborative
P1528,Understand,RU,Literature,humanistic,informed,conceptual_orientation,collaborative
P1529,Analyze,AA,Ethics,humanistic,misinformed,competency_development,collaborative
P1530,Analyze,AA,Literature,humanistic,novice,comprehensive_mastery,collaborative
P1531,Apply,AA,Biology,natural,misinformed,skill_building,autonomous
P1532,Remember,RU,History,humanistic,informed,competency_development,autonomous
P1533,Evaluate,EC,Computer Science,formal,misinformed,comprehensive_mastery,autonomous
P1534,Apply,AA,Art History,humanistic,misinformed,comprehensive_mastery,autonomous
P1535,Evaluate,EC,Biology,natural,informed,competency_development,guided
P1536,Apply,AA,Sociology,applied,informed,conceptual_orientation,autonomous
P1537,Apply,AA,Psychology,natural,informed,skill_building,collaborative
P1538,Create,EC,Sociology,applied,novice,skill_building,autonomous
P1539,Remember,RU,Sociology,applied,misinformed,skill_building,autonomous
P1540,Apply,AA,Computer Science,formal,misinformed,skill_building,autonomous
P1541,Remember,RU,Computer Science,formal,informed,competency_development,autonomous
P1542,Create,EC,Mathematics,formal,novice,competency_development,guided
P1543,Create,EC,Art History,humanistic,informed,skill_building,autonomous
P1544,Understand,RU,Physics,formal,misinformed,competency_development,collaborative
P1545,Remember,RU,Sociology,applied,misinformed,competency_development,collaborative
P1546,Remember,RU,Sociology,applied,novice,comprehensive_mastery,collaborative
P1547,Analyze,AA,Physics,formal,informed,comprehensive_mastery,guided
P1548,Understand,RU,Sociology,applied,misinformed,comprehensive_mastery,guided
P1549,Analyze,AA,Physics,formal,novice,skill_building,guided
P1550,Create,EC,Psychology,natural,informed,comprehensive_mastery,autonomous
P1551,Create,EC,Physics,formal,misinformed,comprehensive_mastery,collaborative
P1552,Create,EC,Mathematics,formal,informed,skill_building,autonomous
P1553,Evaluate,EC,Physics,formal,misinformed,skill_building,guided
P1554,Remember,RU,Biology,natural,informed,skill_building,autonomous
P1555,Evaluate,EC,Psychology,natural,misinformed,skill_building,autonomous
P1556,Analyze,AA,Biology,natural,novice,skill_building,collaborative
P1557,Apply,AA,Physics,formal,novice,conceptual_orientation,collaborative
P1558,Apply,AA,Art History,humanistic,novice,comprehensive_mastery,collaborative
P1559,Remember,RU,Physics,formal,novice,comprehensive_mastery,autonomous
P1560,Evaluate,EC,Ethics,humanistic,misinformed,conceptual_orientation,autonomous
P1561,Create,EC,Mathematics,formal,informed,conceptual_orientation,guided
P1562,Create,EC,Art History,humanistic,novice,comprehensive_mastery,collaborative
P1563,Understand,RU,Psychology,natural,novice,comprehensive_mastery,autonomous
P1564,Evaluate,EC,Biology,natural,informed,comprehensive_mastery,guided
P1565,Remember,RU,History,humanistic,novice,competency_development,autonomous
P1566,Remember,RU,Psychology,natural,informed,competency_development,guided
P1567,Remember,RU,Physics,formal,novice,skill_building,autonomous
P1568,Remember,RU,History,humanistic,informed,skill_building,guided
P1569,Understand,RU,Physics,formal,informed,competency_development,guided
P1570,Understand,RU,Physics,formal,misinformed,skill_building,collaborative
P1571,Apply,AA,History,humanistic,misinformed,conceptual_orientation,collaborative
P1572,Apply,AA,Computer Science,formal,novice,competency_development,collaborative
P1573,Understand,RU,Biology,natural,informed,conceptual_orientation,autonomous
P1574,Apply,AA,Computer Science,formal,novice,conceptual_orientation,guided
P1575,Apply,AA,History,humanistic,misinformed,competency_development,collaborative
P1576,Apply,AA,Art History,humanistic,informed,competency_development,guided
P1577,Understand,RU,Sociology,applied,misinformed,comprehensive_mastery,collaborative
P1578,Evaluate,EC,Computer Science,formal,novice,competency_development,autonomous
P1579,Understand,RU,Literature,humanistic,novice,conceptual_orientation,autonomous
P1580,Remember,RU,Ethics,humanistic,informed,conceptual_orientation,collaborative
P1581,Evaluate,EC,Psychology,natural,novice,competency_development,autonomous
P1582,Remember,RU,Ethics,humanistic,novice,comprehensive_mastery,collaborative
P1583,Remember,RU,Biology,natural,novice,competency_development,guided
P1584,Remember,RU,Biology,natural,novice,skill_building,guided
P1585,Remember,RU,Art History,humanistic,informed,competency_development,guided
P1586,Create,EC,Sociology,applied,informed,competency_development,autonomous
P1587,Evaluate,EC,Computer Science,formal,misinformed,conceptual_orientation,collaborative
P1588,Create,EC,Mathematics,formal,informed,competency_development,guided
P1589,Evaluate,EC,Physics,formal,informed,comprehensive_mastery,autonomous
P1590,Create,EC,Psychology,natural,novice,conceptual_orientation,collaborative
P1591,Apply,AA,Psychology,natural,informed,skill_building,guided
P1592,Remember,RU,Art History,humanistic,novice,conceptual_orientation,guided
P1593,Create,EC,Art History,humanistic,informed,competency_development,collaborative
P1594,Understand,RU,Literature,humanistic,novice,conceptual_orientation,guided
P1595,Create,EC,Physics,formal,novice,comprehensive_mastery,guided
P1596,Remember,RU,Physics,formal,informed,competency_development,autonomous
P1597,Apply,AA,Biology,natural,novice,competency_development,collaborative
P1598,Evaluate,EC,Art History,humanistic,misinformed,conceptual_orientation,autonomous
P1599,Apply,AA,Computer Science,formal,informed,comprehensive_mastery,autonomous
